orthogroup,gene,product,avg_bp_length
OG0000722,ligA,NAD-dependent DNA ligase LigA; DNA ligase,2156.478260869565
OG0000723,recN,DNA repair protein RecN,1662.1304347826087
OG0000724,bamD,outer membrane protein assembly factor BamD; Outer membrane protein assembly factor BamD,889.9565217391304
OG0000725,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,874.695652173913
OG0000726,ftsZ,cell division protein FtsZ; Cell division protein FtsZ,1771.2391304347825
OG0000727,ftsA,cell division protein FtsA; Cell division protein FtsA,1300.8260869565217
OG0000728,ftsQ,FtsQ-type POTRA domain-containing protein; Cell division protein FtsQ; cell division protein FtsQ/DivIB,912.0652173913044
OG0000729,ddlB,D-alanine--D-alanine ligase; D-alanine--D-alanine ligase B,921
OG0000730,murB,UDP-N-acetylmuramate dehydrogenase; UDP-N-acetylenolpyruvoylglucosamine reductase,980.2826086956521
OG0000731,murC,UDP-N-acetylmuramate--L-alanine ligase,1426.4347826086957
OG0000732,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase; UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,1137.0652173913043
OG0000733,ftsW,putative lipid II flippase FtsW; putative peptidoglycan glycosyltransferase FtsW,1152.2608695652175
OG0000734,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase; UDP-N-acetylmuramoylalanine--D-glutamate ligase,1429.1739130434783
OG0000735,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase; Phospho-N-acetylmuramoyl-pentapeptide- transferase,1071
OG0000736,murF,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase; UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanine ligase",1424.5434782608695
OG0000737,murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--LD- lysine ligase",1452
OG0000738,,hypothetical protein,406.3695652173913
OG0000739,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH; Ribosomal RNA small subunit methyltransferase H,1002.2608695652174
OG0000740,,helix-turn-helix domain-containing protein; hypothetical protein,539.9347826086956
OG0000741,,SIMPL domain-containing protein; 26 kDa periplasmic immunogenic protein,735.2608695652174
OG0000742,rpoD,RNA polymerase sigma factor RpoD,2014.8260869565217
OG0000743,dnaG,DNA primase,1937.0217391304348
OG0000744,ybdG,mechanosensitive ion channel family protein; Miniconductance mechanosensitive channel YbdG; hypothetical protein,1217.804347826087
OG0000745,,GlsB/YeaQ/YmgE family stress response membrane protein; hypothetical protein,251.80434782608697
OG0000746,ubiC,chorismate lyase; Chorismate pyruvate-lyase,519.195652173913
OG0000747,carB,carbamoyl-phosphate synthase large subunit; Carbamoyl-phosphate synthase large chain,3452.304347826087
OG0000748,cspA,cold-shock protein; Cold shock protein CspA,210
OG0000749,trxB,thioredoxin-disulfide reductase; Thioredoxin reductase; Glucosaminate ammonia-lyase,955.5652173913044
OG0000750,greA,transcription elongation factor GreA; Transcription elongation factor GreA,526.1739130434783
OG0000751,gloC,MBL fold metallo-hydrolase; Hydroxyacylglutathione hydrolase GloC,650.9347826086956
OG0000752,ompR,response regulator; Transcriptional regulatory protein OmpR; response regulator transcription factor,708.4565217391304
OG0000753,,YbjN domain-containing protein; hypothetical protein,501
OG0000754,ubiK,accessory factor UbiK family protein; hypothetical protein; Ubiquinone biosynthesis accessory factor UbiK,269.0869565217391
OG0000755,lgt,prolipoprotein diacylglyceryl transferase; Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,870.1086956521739
OG0000756,,SAM-dependent methyltransferase; class I SAM-dependent methyltransferase; hypothetical protein,1081.7608695652175
OG0000757,pgeF; rl5,peptidoglycan editing factor PgeF; Polyphenol oxidase; laccase domain-containing protein,773.8478260869565
OG0000758,prs,ribose-phosphate pyrophosphokinase; Ribose-phosphate pyrophosphokinase,933
OG0000759,rplY,50S ribosomal protein L25/general stress protein Ctc; 50S ribosomal protein L25,627.6521739130435
OG0000760,pth,aminoacyl-tRNA hydrolase; Peptidyl-tRNA hydrolase,581.7391304347826
OG0000761,ybiS,"L,D-transpeptidase; putative L,D-transpeptidase YbiS; hypothetical protein",743.6739130434783
OG0000762,ychF,redox-regulated ATPase YchF; Ribosome-binding ATPase YchF,1104
OG0000763,,PRC-barrel domain-containing protein; hypothetical protein,440.9347826086956
OG0000764,trmL,tRNA (cytidine(34)-2'-O)-methyltransferase,475.2391304347826
OG0000765,cca,CCA tRNA nucleotidyltransferase; CCA-adding enzyme,1247.6739130434783
OG0000766,ravA,MoxR family ATPase; ATPase RavA; hypothetical protein,1032
OG0000767,,DUF58 domain-containing protein; hypothetical protein,912
OG0000768,,DUF4159 domain-containing protein; hypothetical protein,2803.4347826086955
OG0000769,,glutamine amidotransferase; hypothetical protein,2097
OG0000770,,N-acetyltransferase; hypothetical protein,582.0652173913044
OG0000771,cpdA_1; cpdA,"metallophosphoesterase; 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",894.9130434782609
OG0000772,fieF,cation diffusion facilitator family transporter; Ferrous-iron efflux pump FieF,909.6521739130435
OG0000773,mnmA,tRNA 2-thiouridine(34) synthase MnmA; tRNA-specific 2-thiouridylase MnmA,1226.804347826087
OG0000774,,DUF1153 domain-containing protein; hypothetical protein,276
OG0000775,,hypothetical protein; flagellar export protein FliJ,386.54347826086956
OG0000776,chpT,histidine phosphotransferase family protein; Protein phosphotransferase ChpT,639
OG0000777,,EipA family protein; hypothetical protein,596.804347826087
OG0000778,wbpE,DegT/DnrJ/EryC1/StrS aminotransferase family protein; UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase,1119
OG0000779,iolX; iolG,Gfo/Idh/MocA family oxidoreductase; scyllo-inositol 2-dehydrogenase (NAD(+)); Myo-inositol 2-dehydrogenase,954.3913043478261
OG0000780,oppF,ABC transporter ATP-binding protein; Oligopeptide transport ATP-binding protein OppF,783.0652173913044
OG0000781,oppD,ABC transporter ATP-binding protein; Oligopeptide transport ATP-binding protein OppD,879.9782608695652
OG0000782,ddpC,"ABC transporter permease; putative D,D-dipeptide transport system permease protein DdpC",930.1304347826087
OG0000783,dppB,ABC transporter permease; Dipeptide transport system permease protein DppB,1073.8695652173913
OG0000784,ddpA_5; ddpA_1; ddpA_2; ddpA_3; ddpA_4,"ABC transporter substrate-binding protein; putative D,D-dipeptide-binding periplasmic protein DdpA",1597.8695652173913
OG0000785,tag,DNA-3-methyladenine glycosylase I; DNA-3-methyladenine glycosylase 1,617.0869565217391
OG0000786,xseA,exodeoxyribonuclease VII large subunit; Exodeoxyribonuclease 7 large subunit,1430.5434782608695
OG0000787,etfB,electron transfer flavoprotein subunit beta/FixA family protein; Electron transfer flavoprotein subunit beta,747
OG0000788,etfA,electron transfer flavoprotein subunit alpha/FixB family protein; Electron transfer flavoprotein subunit alpha; FAD-binding protein,921.3913043478261
OG0000789,,electron transfer flavoprotein-ubiquinone oxidoreductase; Electron transfer flavoprotein-ubiquinone oxidoreductase,1651.304347826087
OG0000790,apbC,Mrp/NBP35 family ATP-binding protein; Iron-sulfur cluster carrier protein,1079.0217391304348
OG0000791,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase; Ribosomal RNA small subunit methyltransferase I,889.4347826086956
OG0000792,,YraN family protein; hypothetical protein,378.7826086956522
OG0000793,proC,pyrroline-5-carboxylate reductase; Pyrroline-5-carboxylate reductase,792.1304347826087
OG0000794,rnpA,ribonuclease P protein component; Ribonuclease P protein component,409.89130434782606
OG0000795,yidC,membrane protein insertase YidC; Membrane protein insertase YidC,1847.0869565217392
OG0000796,yihA; engB,ribosome biogenesis GTP-binding protein YihA/YsxC; putative GTP-binding protein EngB; GTP-binding protein EngB,646.3695652173913
OG0000797,fzlA,glutathione S-transferase family protein; FtsZ-localized protein A,693
OG0000798,dapB,4-hydroxy-tetrahydrodipicolinate reductase,808.7391304347826
OG0000799,gpmA,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",621.0652173913044
OG0000800,emrA_1; emrA_2,HlyD family secretion protein; Colistin resistance protein EmrA,1084.4347826086957
OG0000801,ldc,type III PLP-dependent enzyme; Lysine/ornithine decarboxylase,1134
OG0000802,alr; alr-1,"alanine racemase; Alanine racemase; Alanine racemase, biosynthetic",1116.391304347826
OG0000803,gcvP,aminomethyl-transferring glycine dehydrogenase; Glycine dehydrogenase (decarboxylating),2802.3695652173915
OG0000804,gcvH,glycine cleavage system protein GcvH; Glycine cleavage system H protein,369
OG0000805,gcvT,glycine cleavage system aminomethyltransferase GcvT; Aminomethyltransferase,1116
OG0000806,,Trm112 family protein; hypothetical protein,206.67391304347825
OG0000807,asd2,aspartate-semialdehyde dehydrogenase; Aspartate-semialdehyde dehydrogenase 2,1031.6739130434783
OG0000808,,MaoC family dehydratase; putative enoyl-CoA hydratase 1,479.9347826086956
OG0000809,,homoserine dehydrogenase; hypothetical protein,1332.9782608695652
OG0000810,amiD,N-acetylmuramoyl-L-alanine amidase; N-acetylmuramoyl-L-alanine amidase AmiD; hypothetical protein,864.9782608695652
OG0000811,pheP; aroP,amino acid permease; Phenylalanine-specific permease; Aromatic amino acid transport protein AroP,1428.5869565217392
OG0000812,bioM,ATP-binding cassette domain-containing protein; Biotin transport ATP-binding protein BioM,679.3695652173913
OG0000813,,flagellar protein FlgN; hypothetical protein,417.7173913043478
OG0000814,,TIGR01459 family HAD-type hydrolase; hypothetical protein,846
OG0000815,murJ,murein biosynthesis integral membrane protein MurJ; putative lipid II flippase MurJ,1558.108695652174
OG0000816,trpS,tryptophan--tRNA ligase; Tryptophan--tRNA ligase,1071.5217391304348
OG0000817,groES; groS1,co-chaperone GroES; 10 kDa chaperonin 1,297
OG0000818,pgm,alpha-D-glucose phosphate-specific phosphoglucomutase; Phosphoglucomutase,1628.0869565217392
OG0000819,,peroxiredoxin; Peroxiredoxin,520.5652173913044
OG0000820,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase; Glycerol-3-phosphate dehydrogenase [NAD(P)+],1010.6086956521739
OG0000821,,M23 family metallopeptidase; hypothetical protein,1988.5434782608695
OG0000822,,sensor histidine kinase; ATP-binding protein; hypothetical protein,1424.804347826087
OG0000823,,hypothetical protein,204.19565217391303
OG0000824,phyR,response regulator; Phyllosphere-induced regulator PhyR,795.0652173913044
OG0000825,,sensor histidine kinase; hypothetical protein; PAS domain-containing sensor histidine kinase; Blue-light-activated histidine kinase,1014.8478260869565
OG0000826,,hypothetical protein,440.4130434782609
OG0000827,,tail fiber domain-containing protein; hypothetical protein,1137.391304347826
OG0000828,,hypothetical protein,509.2826086956522
OG0000829,,hypothetical protein,696.9782608695652
OG0000830,,hypothetical protein,786.7826086956521
OG0000831,clpB,ATP-dependent chaperone ClpB; Chaperone protein ClpB,2588.413043478261
OG0000832,yhdE,Maf family protein; Maf family nucleotide pyrophosphatase; dTTP/UTP pyrophosphatase,738.3913043478261
OG0000833,infA,translation initiation factor IF-1; Translation initiation factor IF-1,219
OG0000834,purE,5-(carboxyamino)imidazole ribonucleotide mutase; N5-carboxyaminoimidazole ribonucleotide mutase,497.2173913043478
OG0000835,purK,5-(carboxyamino)imidazole ribonucleotide synthase; N5-carboxyaminoimidazole ribonucleotide synthase,1231.6304347826087
OG0000836,ymdB,"TIGR00282 family metallophosphoesterase; 2',3'-cyclic-nucleotide 2'-phosphodiesterase",828.8478260869565
OG0000837,,hypothetical protein,390
OG0000838,,transcriptional regulator; hypothetical protein; helix-turn-helix transcriptional regulator; helix-turn-helix domain-containing protein,326.1521739130435
OG0000839,,hypothetical protein,584.6086956521739
OG0000840,,alpha/beta hydrolase; hypothetical protein; alpha/beta fold hydrolase,1197.9782608695652
OG0000841,,DedA family protein; hypothetical protein,620.8695652173913
OG0000842,,putative membrane protein; hypothetical protein; membrane protein,815.6086956521739
OG0000843,exbB,tonB-system energizer ExbB; MotA/TolQ/ExbB proton channel family protein; Biopolymer transport protein ExbB,880.0434782608696
OG0000844,,DUF883 family protein; DUF883 C-terminal domain-containing protein; hypothetical protein,335.1521739130435
OG0000845,,hypothetical protein; phage holin family protein; membrane protein,447.5217391304348
OG0000846,ftsH,ATP-dependent zinc metalloprotease FtsH,2181.521739130435
OG0000847,tilS,tRNA lysidine(34) synthetase TilS; tRNA(Ile)-lysidine synthase; hypothetical protein,1558.3478260869565
OG0000848,cpoB,hypothetical protein; tol-pal system protein; Cell division coordinator CpoB; Tol-Pal system protein YbgF; tetratricopeptide repeat protein,1622.4782608695652
OG0000849,pal,peptidoglycan-associated lipoprotein Pal; Peptidoglycan-associated lipoprotein,515.9347826086956
OG0000850,,DUF1013 domain-containing protein; hypothetical protein,695.6739130434783
OG0000851,pmpR; yebC,YebC/PmpR family DNA-binding transcriptional regulator; Transcriptional regulatory protein PmpR; transcriptional regulatory protein YebC; putative transcriptional regulatory protein,759.3260869565217
OG0000852,rpmE,50S ribosomal protein L31,222
OG0000853,efp,elongation factor P; Elongation factor P,575.4130434782609
OG0000854,,sel1 repeat family protein; hypothetical protein; SEL1-like repeat protein,885.9782608695652
OG0000855,thiE_2; thiE_1,thiamine phosphate synthase; Thiamine-phosphate synthase,660.5869565217391
OG0000856,ruvA,Holliday junction branch migration protein RuvA; Holliday junction ATP-dependent DNA helicase RuvA,617.1521739130435
OG0000857,ruvB; ruvB_2; ruvB_1,Holliday junction branch migration DNA helicase RuvB; Holliday junction ATP-dependent DNA helicase RuvB,1096.4347826086957
OG0000858,tolQ,protein TolQ; Tol-Pal system protein TolQ,713.804347826087
OG0000859,tolR; exbD,protein TolR; Biopolymer transport protein ExbD,453
OG0000860,pgk,phosphoglycerate kinase; Phosphoglycerate kinase,1196.2173913043478
OG0000861,gap,type I glyceraldehyde-3-phosphate dehydrogenase; Glyceraldehyde-3-phosphate dehydrogenase,1008.3260869565217
OG0000862,tkt; tktA,transketolase; Transketolase 1,2007
OG0000863,,DUF4164 domain-containing protein; hypothetical protein,289.95652173913044
OG0000864,zapA,cell division protein ZapA; hypothetical protein,378.1304347826087
OG0000865,,DUF1036 domain-containing protein; hypothetical protein,524.2826086956521
OG0000866,,DUF2312 domain-containing protein; hypothetical protein,259.5
OG0000867,uup,ABC-F family ATP-binding cassette domain-containing protein; ABC transporter ATP-binding protein uup,1864.5652173913043
OG0000868,thiN,thiamine diphosphokinase; hypothetical protein; Thiamine pyrophosphokinase,649.5652173913044
OG0000869,bepA_4; bepA_5; bepA_1; bepA_2; bepA_6,M48 family metalloprotease; Beta-barrel assembly-enhancing protease,1483.891304347826
OG0000870,rpoH_2; rpoH_1,RNA polymerase factor sigma-32; RNA polymerase sigma factor RpoH,912
OG0000871,,hypothetical protein,1599.5217391304348
OG0000872,fdxA,ferredoxin family protein; Ferredoxin-2,335.2826086956522
OG0000873,carD,CarD family transcriptional regulator; RNA polymerase-binding transcription factor CarD,585
OG0000874,,polyprenyl synthetase family protein; Farnesyl diphosphate synthase; hypothetical protein,903.1304347826087
OG0000875,ispG,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),1244.2826086956522
OG0000876,,hypothetical protein,286.82608695652175
OG0000877,emrA_2; emrA_1,HlyD family secretion protein; Colistin resistance protein EmrA; Multidrug export protein EmrA,1005.7173913043479
OG0000878,,MFS transporter; hypothetical protein,1648.108695652174
OG0000879,atpG,F0F1 ATP synthase subunit gamma; ATP synthase gamma chain,918
OG0000880,atpA,F0F1 ATP synthase subunit alpha; ATP synthase subunit alpha,1536
OG0000881,atpH,ATP synthase F1 subunit delta; ATP synthase subunit delta,585.195652173913
OG0000882,lptE,LPS assembly lipoprotein LptE; hypothetical protein,604.304347826087
OG0000883,leuS,leucine--tRNA ligase; Leucine--tRNA ligase,2647.8260869565215
OG0000884,,YggS family pyridoxal phosphate-dependent enzyme; Pyridoxal phosphate homeostasis protein,699.1304347826087
OG0000885,ftsE,cell division ATP-binding protein FtsE; Cell division ATP-binding protein FtsE,660
OG0000886,,ABC transporter permease; hypothetical protein; cell division protein FtsX,954.3913043478261
OG0000887,,YdcF family protein; hypothetical protein,668.5434782608696
OG0000888,macB,MacB family efflux pump subunit; Macrolide export ATP-binding/permease protein MacB,1983.5869565217392
OG0000889,macA,efflux RND transporter periplasmic adaptor subunit; Macrolide export protein MacA,1222.8260869565217
OG0000890,cusC,efflux transporter outer membrane subunit; Cation efflux system protein CusC,1487.4782608695652
OG0000891,xthA_2; xthA_1,exodeoxyribonuclease III; Exodeoxyribonuclease III,812.4782608695652
